name,export_rva,target_rva,target_size,source,status,notes
?dup_006204b0@@YAXXZ,,0x006204B0,23,Code/Libraries/Source/WWVegas/WWLib/stlport_hash_map_int.cpp,matched,gen-alias;object-symbol=??$_Construct@U?$pair@$$CBHH@_STL@@U12@@_STL@@YAXPAU?$pair@$$CBHH@0@ABU10@@Z;C++ alias
??$__copy@PBGV?$ostreambuf_iterator@GV?$char_traits@G@_STL@@@_STL@@H@_STL@@YA?AV?$ostreambuf_iterator@GV?$char_traits@G@_STL@@@0@PBG0V10@ABUrandom_access_iterator_tag@0@PAH@Z,,0x0000E9C0,106,Code/Libraries/Source/WWVegas/WWLib/stlport_wide_num_put.cpp,matched,gen-alias;object-symbol=??$__copy@PBGV?$ostreambuf_iterator@GV?$char_traits@G@_STL@@@_STL@@H@_STL@@YA?AV?$ostreambuf_iterator@GV?$char_traits@G@_STL@@@0@PBG0V10@ABUrandom_access_iterator_tag@0@PAH@Z;C++ alias
?sgetc@?$basic_streambuf@DV?$char_traits@D@_STL@@@_STL@@QAEHXZ,,0x00007C70,21,Code/Libraries/Source/WWVegas/WWLib/stlport_narrow_istream.cpp,matched,gen-alias;object-symbol=?sgetc@?$basic_streambuf@DV?$char_traits@D@_STL@@@_STL@@QAEHXZ;C++ alias
?sbumpc@?$basic_streambuf@DV?$char_traits@D@_STL@@@_STL@@QAEHXZ,,0x00007E90,32,Code/Libraries/Source/WWVegas/WWLib/stlport_narrow_istream.cpp,matched,gen-alias;object-symbol=?sbumpc@?$basic_streambuf@DV?$char_traits@D@_STL@@@_STL@@QAEHXZ;C++ alias
?sputc@?$basic_streambuf@DV?$char_traits@D@_STL@@@_STL@@QAEHD@Z,,0x00009860,49,Code/Libraries/Source/WWVegas/WWLib/stlport_narrow_istream.cpp,matched,gen-alias;object-symbol=?sputc@?$basic_streambuf@DV?$char_traits@D@_STL@@@_STL@@QAEHD@Z;C++ alias
?_M_getc@?$istreambuf_iterator@GV?$char_traits@G@_STL@@@_STL@@ABEXXZ,,0x0000A0A0,68,Code/Libraries/Source/WWVegas/WWLib/stlport_wide_num_get.cpp,matched,gen-alias;object-symbol=?_M_getc@?$istreambuf_iterator@GV?$char_traits@G@_STL@@@_STL@@ABEXXZ;C++ alias
?_M_initialize@_STLP_mutex_base@_STL@@QAEXXZ,,0x00013260,7,Code/Libraries/Source/WWVegas/WWLib/stlport_narrow_filebuf.cpp,matched,gen-alias;object-symbol=?_M_initialize@_STLP_mutex_base@_STL@@QAEXXZ;C++ alias
??$count@PADD@_STL@@YAHPAD0ABD@Z,,0x000143A0,35,Code/Libraries/Source/WWVegas/WWLib/stlport_narrow_filebuf.cpp,matched,gen-alias;object-symbol=??$count@PADD@_STL@@YAHPAD0ABD@Z;C++ alias
?_FILE_I_begin@_STL@@YAPADPBU_iobuf@@@Z,,0x00030BE0,8,Code/Libraries/Source/WWVegas/WWLib/stlport_narrow_filebuf.cpp,matched,gen-alias;object-symbol=?_FILE_I_begin@_STL@@YAPADPBU_iobuf@@@Z;C++ alias
??0_STLP_mutex@_STL@@QAE@XZ,,0x006CE7D0,9,Code/Libraries/Source/WWVegas/WWLib/stlport_narrow_filebuf.cpp,matched,gen-alias;object-symbol=??0_STLP_mutex@_STL@@QAE@XZ;C++ alias
?truename@?$numpunct@D@_STL@@QBE?AV?$basic_string@DV?$char_traits@D@_STL@@V?$allocator@D@2@@2@XZ,,0x0000EA30,27,Code/Libraries/Source/WWVegas/WWLib/stlport_narrow_num_get.cpp,matched,gen-alias;object-symbol=?truename@?$numpunct@D@_STL@@QBE?AV?$basic_string@DV?$char_traits@D@_STL@@V?$allocator@D@2@@2@XZ;C++ alias
?falsename@?$numpunct@D@_STL@@QBE?AV?$basic_string@DV?$char_traits@D@_STL@@V?$allocator@D@2@@2@XZ,,0x0000EA50,27,Code/Libraries/Source/WWVegas/WWLib/stlport_narrow_num_get.cpp,matched,gen-alias;object-symbol=?falsename@?$numpunct@D@_STL@@QBE?AV?$basic_string@DV?$char_traits@D@_STL@@V?$allocator@D@2@@2@XZ;C++ alias
?sputc@?$basic_streambuf@GV?$char_traits@G@_STL@@@_STL@@QAEGG@Z,,0x0000E9A0,31,Code/Libraries/Source/WWVegas/WWLib/stlport_ostreambuf_iterator.cpp,matched,gen-alias;object-symbol=?sputc@?$basic_streambuf@GV?$char_traits@G@_STL@@@_STL@@QAEGG@Z;C++ alias
?compare@?$char_traits@D@_STL@@SAHPBD0I@Z,,0x00006F10,28,Code/Libraries/Source/WWVegas/WWLib/stlport_narrow_string.cpp,matched,gen-alias;object-symbol=?compare@?$char_traits@D@_STL@@SAHPBD0I@Z;C++ alias
??2@YAPAXIPAX@Z,,0x00006EE0,5,Code/Libraries/Source/WWVegas/WWLib/stlport_deque_int.cpp,matched,gen-alias;object-symbol=??2@YAPAXIPAX@Z;C++ alias
?dup_00007410@@YAXXZ,,0x00007410,11,Code/Libraries/Source/WWVegas/WWLib/stlport_deque_int.cpp,matched,gen-alias;object-symbol=??0?$_STLP_alloc_proxy@IHV?$allocator@H@_STL@@@_STL@@QAE@ABV?$allocator@H@1@I@Z;C++ alias
?dup_0014f3c4@@YAXXZ,,0x0014F3C4,11,Code/Libraries/Source/WWVegas/WWLib/stlport_deque_int.cpp,matched,gen-alias;object-symbol=??0?$_STLP_alloc_proxy@IHV?$allocator@H@_STL@@@_STL@@QAE@ABV?$allocator@H@1@I@Z;C++ alias
??0?$_List_iterator@HU?$_Const_traits@H@_STL@@@_STL@@QAE@PAU?$_List_node@H@1@@Z,,0x0007B719,11,Code/Libraries/Source/WWVegas/WWLib/stlport_list_int.cpp,matched,gen-alias;object-symbol=??0?$_List_iterator@HU?$_Const_traits@H@_STL@@@_STL@@QAE@PAU?$_List_node@H@1@@Z;C++ alias
??8_List_iterator_base@_STL@@QBE_NABU01@@Z,,0x001F4325,16,Code/Libraries/Source/WWVegas/WWLib/stlport_list_int.cpp,matched,gen-alias;object-symbol=??8_List_iterator_base@_STL@@QBE_NABU01@@Z;C++ alias
?assign@?$char_traits@D@_STL@@SAXAADABD@Z,,0x00013270,13,Code/Libraries/Source/WWVegas/WWLib/stlport_narrow_fstream.cpp,matched,gen-alias;object-symbol=?assign@?$char_traits@D@_STL@@SAXAADABD@Z;C++ alias
?_M_clear_nothrow@ios_base@_STL@@IAEXH@Z,,0x0013ED10,10,Code/Libraries/Source/WWVegas/WWLib/stlport_narrow_fstream.cpp,matched,gen-alias;object-symbol=?_M_clear_nothrow@ios_base@_STL@@IAEXH@Z;C++ alias
?length@?$char_traits@D@_STL@@SAIPBD@Z,,0x00006F30,17,Code/Libraries/Source/WWVegas/WWLib/stlport_narrow_ostream.cpp,matched,gen-alias;object-symbol=?length@?$char_traits@D@_STL@@SAIPBD@Z;C++ alias
?_S_left@?$_Rb_tree@HU?$pair@$$CBHH@_STL@@U?$_Select1st@U?$pair@$$CBHH@_STL@@@2@U?$less@H@2@V?$allocator@U?$pair@$$CBHH@_STL@@@2@@_STL@@KAAAPAU?$_Rb_tree_node@U?$pair@$$CBHH@_STL@@@2@PAU32@@Z,,0x00169660,8,Code/Libraries/Source/WWVegas/WWLib/stlport_map_int_int.cpp,matched,gen-alias;object-symbol=?_S_left@?$_Rb_tree@HU?$pair@$$CBHH@_STL@@U?$_Select1st@U?$pair@$$CBHH@_STL@@@2@U?$less@H@2@V?$allocator@U?$pair@$$CBHH@_STL@@@2@@_STL@@KAAAPAU?$_Rb_tree_node@U?$pair@$$CBHH@_STL@@@2@PAU32@@Z;C++ alias
?erase@?$basic_string@DV?$char_traits@D@_STL@@V?$allocator@D@2@@_STL@@QAEPADPAD0@Z,,0x00012150,57,Code/Libraries/Source/WWVegas/WWLib/stlport_narrow_fstream.cpp,matched,gen-alias;object-symbol=?erase@?$basic_string@DV?$char_traits@D@_STL@@V?$allocator@D@2@@_STL@@QAEPADPAD0@Z;C++ alias
??1?$basic_istream@DV?$char_traits@D@_STL@@@_STL@@UAE@XZ,,0x00013410,15,Code/Libraries/Source/WWVegas/WWLib/stlport_narrow_fstream.cpp,matched,gen-alias;object-symbol=??1?$basic_istream@DV?$char_traits@D@_STL@@@_STL@@UAE@XZ;C++ alias
??1?$basic_ostream@DV?$char_traits@D@_STL@@@_STL@@UAE@XZ,,0x00013520,15,Code/Libraries/Source/WWVegas/WWLib/stlport_narrow_fstream.cpp,matched,gen-alias;object-symbol=??1?$basic_ostream@DV?$char_traits@D@_STL@@@_STL@@UAE@XZ;C++ alias
??1?$basic_iostream@DV?$char_traits@D@_STL@@@_STL@@UAE@XZ,,0x0001D950,55,Code/Libraries/Source/WWVegas/WWLib/stlport_narrow_fstream.cpp,matched,gen-alias;object-symbol=??1?$basic_iostream@DV?$char_traits@D@_STL@@@_STL@@UAE@XZ;C++ alias
??1?$basic_istream@GV?$char_traits@G@_STL@@@_STL@@UAE@XZ,,0x00013430,15,Code/Libraries/Source/WWVegas/WWLib/stlport_wide_fstream.cpp,matched,gen-alias;object-symbol=??1?$basic_istream@GV?$char_traits@G@_STL@@@_STL@@UAE@XZ;C++ alias
??1?$basic_ostream@GV?$char_traits@G@_STL@@@_STL@@UAE@XZ,,0x00013550,15,Code/Libraries/Source/WWVegas/WWLib/stlport_wide_fstream.cpp,matched,gen-alias;object-symbol=??1?$basic_ostream@GV?$char_traits@G@_STL@@@_STL@@UAE@XZ;C++ alias
??1?$basic_iostream@GV?$char_traits@G@_STL@@@_STL@@UAE@XZ,,0x0001D990,55,Code/Libraries/Source/WWVegas/WWLib/stlport_wide_fstream.cpp,matched,gen-alias;object-symbol=??1?$basic_iostream@GV?$char_traits@G@_STL@@@_STL@@UAE@XZ;C++ alias
?erase@?$basic_string@GV?$char_traits@G@_STL@@V?$allocator@G@2@@_STL@@QAEPAGPAG0@Z,,0x00013110,65,Code/Libraries/Source/WWVegas/WWLib/stlport_wide_string.cpp,matched,gen-alias;object-symbol=?erase@?$basic_string@GV?$char_traits@G@_STL@@V?$allocator@G@2@@_STL@@QAEPAGPAG0@Z;C++ alias
?_M_deallocate_buffers@?$basic_filebuf@DV?$char_traits@D@_STL@@@_STL@@AAEXXZ,,0x00013FD0,54,Code/Libraries/Source/WWVegas/WWLib/stlport_narrow_filebuf.cpp,matched,gen-alias;object-symbol=?_M_deallocate_buffers@?$basic_filebuf@DV?$char_traits@D@_STL@@@_STL@@AAEXXZ;C++ alias
??_G?$basic_ios@DV?$char_traits@D@_STL@@@_STL@@UAEPAXI@Z,,0x00013470,30,Code/Libraries/Source/WWVegas/WWLib/stlport_narrow_fstream.cpp,matched,gen-alias;object-symbol=??_G?$basic_ios@DV?$char_traits@D@_STL@@@_STL@@UAEPAXI@Z;C++ alias
?clear@?$basic_ios@DV?$char_traits@D@_STL@@@_STL@@QAEXH@Z,,0x000134B0,30,Code/Libraries/Source/WWVegas/WWLib/stlport_narrow_fstream.cpp,matched,gen-alias;object-symbol=?clear@?$basic_ios@DV?$char_traits@D@_STL@@@_STL@@QAEXH@Z;C++ alias
??0?$basic_ios@DV?$char_traits@D@_STL@@@_STL@@IAE@XZ,,0x000134D0,29,Code/Libraries/Source/WWVegas/WWLib/stlport_narrow_fstream.cpp,matched,gen-alias;object-symbol=??0?$basic_ios@DV?$char_traits@D@_STL@@@_STL@@IAE@XZ;C++ alias
?rdbuf@?$basic_ios@DV?$char_traits@D@_STL@@@_STL@@QAEPAV?$basic_streambuf@DV?$char_traits@D@_STL@@@2@PAV32@@Z,,0x000134F0,39,Code/Libraries/Source/WWVegas/WWLib/stlport_narrow_fstream.cpp,matched,gen-alias;object-symbol=?rdbuf@?$basic_ios@DV?$char_traits@D@_STL@@@_STL@@QAEPAV?$basic_streambuf@DV?$char_traits@D@_STL@@@2@PAV32@@Z;C++ alias
??_G?$basic_streambuf@DV?$char_traits@D@_STL@@@_STL@@UAEPAXI@Z,,0x00013360,30,Code/Libraries/Source/WWVegas/WWLib/stlport_narrow_filebuf.cpp,matched,gen-alias;object-symbol=??_G?$basic_streambuf@DV?$char_traits@D@_STL@@@_STL@@UAEPAXI@Z;C++ alias
?setbuf@?$basic_filebuf@DV?$char_traits@D@_STL@@@_STL@@MAEPAV?$basic_streambuf@DV?$char_traits@D@_STL@@@2@PADH@Z,,0x00013EB0,86,Code/Libraries/Source/WWVegas/WWLib/stlport_narrow_filebuf.cpp,matched,gen-alias;object-symbol=?setbuf@?$basic_filebuf@DV?$char_traits@D@_STL@@@_STL@@MAEPAV?$basic_streambuf@DV?$char_traits@D@_STL@@@2@PADH@Z;C++ alias
??_G?$basic_ios@GV?$char_traits@G@_STL@@@_STL@@UAEPAXI@Z,,0x00013490,30,Code/Libraries/Source/WWVegas/WWLib/stlport_wide_fstream.cpp,matched,gen-alias;object-symbol=??_G?$basic_ios@GV?$char_traits@G@_STL@@@_STL@@UAEPAXI@Z;C++ alias
??0?$basic_ios@GV?$char_traits@G@_STL@@@_STL@@IAE@XZ,,0x00013530,30,Code/Libraries/Source/WWVegas/WWLib/stlport_wide_fstream.cpp,matched,gen-alias;object-symbol=??0?$basic_ios@GV?$char_traits@G@_STL@@@_STL@@IAE@XZ;C++ alias
??0?$basic_streambuf@GV?$char_traits@G@_STL@@@_STL@@IAE@XZ,,0x00013600,46,Code/Libraries/Source/WWVegas/WWLib/stlport_wide_filebuf.cpp,matched,gen-alias;object-symbol=??0?$basic_streambuf@GV?$char_traits@G@_STL@@@_STL@@IAE@XZ;C++ alias
?dup_0007fab3@@YAXXZ,,0x0007FAB3,14,Code/Libraries/Source/WWVegas/WWLib/stlport_narrow_num_get_long_double.cpp,matched,gen-alias;object-symbol=??1?$basic_string@DV?$char_traits@D@_STL@@V?$allocator@D@2@@_STL@@QAE@XZ;C++ alias
?size@?$vector@_NV?$allocator@_N@_STL@@@_STL@@QBEIXZ,,0x0006BE05,26,Code/Libraries/Source/WWVegas/WWLib/stlport_vector_bool.cpp,matched,stlport-4.5.3
??0?$_Bvector_base@V?$allocator@_N@_STL@@@_STL@@QAE@ABV?$allocator@_N@1@@Z,,0x0006BE8F,38,Code/Libraries/Source/WWVegas/WWLib/stlport_vector_bool.cpp,matched,stlport-4.5.3
??$fill@PAU?$pair@HH@_STL@@U12@@_STL@@YAXPAU?$pair@HH@0@0ABU10@@Z,,0x0001BCD0,36,Code/Libraries/Source/WWVegas/WWLib/stlport_vector_pair.cpp,matched,stlport-4.5.3
??$__copy_ptrs@PAU?$pair@HH@_STL@@PAU12@@_STL@@YAPAU?$pair@HH@0@PAU10@00ABU__false_type@0@@Z,,0x0001C160,46,Code/Libraries/Source/WWVegas/WWLib/stlport_vector_pair.cpp,matched,stlport-4.5.3
??$__uninitialized_copy@PBU?$pair@HH@_STL@@PAU12@@_STL@@YAPAU?$pair@HH@0@PBU10@0PAU10@ABU__false_type@0@@Z,,0x001814A0,43,Code/Libraries/Source/WWVegas/WWLib/stlport_vector_pair.cpp,matched,stlport-4.5.3
??$__copy_backward@PAU?$pair@HH@_STL@@PAU12@H@_STL@@YAPAU?$pair@HH@0@PAU10@00ABUrandom_access_iterator_tag@0@PAH@Z,,0x00625B30,59,Code/Libraries/Source/WWVegas/WWLib/stlport_vector_pair.cpp,matched,stlport-4.5.3
??$__copy_backward_ptrs@PAU?$pair@HH@_STL@@PAU12@@_STL@@YAPAU?$pair@HH@0@PAU10@00ABU__false_type@0@@Z,,0x00625D70,53,Code/Libraries/Source/WWVegas/WWLib/stlport_vector_pair.cpp,matched,stlport-4.5.3
??$__uninitialized_fill_n@PAU?$pair@HH@_STL@@IU12@@_STL@@YAPAU?$pair@HH@0@PAU10@IABU10@ABU__false_type@0@@Z,,0x00627300,39,Code/Libraries/Source/WWVegas/WWLib/stlport_vector_pair.cpp,matched,stlport-4.5.3
??$__copy@PAU?$pair@HH@_STL@@PAU12@H@_STL@@YAPAU?$pair@HH@0@PAU10@00ABUrandom_access_iterator_tag@0@PAH@Z,,0x001D973C,50,Code/Libraries/Source/WWVegas/WWLib/stlport_vector_pair.cpp,matched,gen-alias;object-symbol=??$__copy@PAU?$pair@HH@_STL@@PAU12@H@_STL@@YAPAU?$pair@HH@0@PAU10@00ABUrandom_access_iterator_tag@0@PAH@Z;C++ alias
??$swap@U?$_Bit_iter@U_Bit_reference@_STL@@PAU12@@_STL@@@_STL@@YAXAAU?$_Bit_iter@U_Bit_reference@_STL@@PAU12@@0@0@Z,,0x005A9125,33,Code/Libraries/Source/WWVegas/WWLib/stlport_vector_bool.cpp,matched,gen-alias;object-symbol=??$swap@U?$_Bit_iter@U_Bit_reference@_STL@@PAU12@@_STL@@@_STL@@YAXAAU?$_Bit_iter@U_Bit_reference@_STL@@PAU12@@0@0@Z;C++ alias
??0?$_Bit_iter@U_Bit_reference@_STL@@PAU12@@_STL@@QAE@XZ,,0x00672310,16,Code/Libraries/Source/WWVegas/WWLib/stlport_vector_bool.cpp,matched,gen-alias;object-symbol=??0?$_Bit_iter@U_Bit_reference@_STL@@PAU12@@_STL@@QAE@XZ;C++ alias
?BTREE_decompress@@YAHPAE0@Z,,0x0068EB60,258,Code/Libraries/Source/Compression/EAC/btreedecode.cpp,matched,gen-alias;object-symbol=?BTREE_decompress@@YAHPAE0@Z;C++ alias
??$__lexicographical_compare_3way@PADPAD@_STL@@YAHPAD000@Z,,0x00017650,74,Code/Libraries/Source/WWVegas/WWLib/stlport_rope_char.cpp,matched,stlport-4.5.3
??0?$gslice_array@H@_STL@@QAE@ABV01@@Z,,0x000B68F0,27,Code/Libraries/Source/WWVegas/WWLib/stlport_valarray_int.cpp,matched,stlport-4.5.3
?compress@LZHLCompressor@@QAEIPAEPBEI@Z,,0x006911B0,1741,Code/Libraries/Source/Compression/LZHCompress/CompLibSource/Lz.cpp,matched,stlport-4.5.3
??$__get_integer@V?$istreambuf_iterator@GV?$char_traits@G@_STL@@@_STL@@J@_STL@@YA_NAAV?$istreambuf_iterator@GV?$char_traits@G@_STL@@@0@0HAAJH_NDABV?$basic_string@DV?$char_traits@D@_STL@@V?$allocator@D@2@@0@ABU__true_type@0@@Z,,0x0000AFA0,404,Code/Libraries/Source/WWVegas/WWLib/stlport_wide_get_integer_long.cpp,matched,stlport-4.5.3
??$__get_integer@V?$istreambuf_iterator@GV?$char_traits@G@_STL@@@_STL@@K@_STL@@YA_NAAV?$istreambuf_iterator@GV?$char_traits@G@_STL@@@0@0HAAKH_NDABV?$basic_string@DV?$char_traits@D@_STL@@V?$allocator@D@2@@0@ABU__false_type@0@@Z,,0x0000A920,387,Code/Libraries/Source/WWVegas/WWLib/stlport_wide_get_integer_ulong.cpp,matched,stlport-4.5.3
??$__get_integer@V?$istreambuf_iterator@GV?$char_traits@G@_STL@@@_STL@@G@_STL@@YA_NAAV?$istreambuf_iterator@GV?$char_traits@G@_STL@@@0@0HAAGH_NDABV?$basic_string@DV?$char_traits@D@_STL@@V?$allocator@D@2@@0@ABU__false_type@0@@Z,,0x0000ACE0,399,Code/Libraries/Source/WWVegas/WWLib/stlport_wide_get_integer_uint16.cpp,matched,stlport-4.5.3
??$__get_integer@V?$istreambuf_iterator@GV?$char_traits@G@_STL@@@_STL@@_K@_STL@@YA_NAAV?$istreambuf_iterator@GV?$char_traits@G@_STL@@@0@0HAA_KH_NDABV?$basic_string@DV?$char_traits@D@_STL@@V?$allocator@D@2@@0@ABU__false_type@0@@Z,,0x0000A320,522,Code/Libraries/Source/WWVegas/WWLib/stlport_wide_get_integer_uint64.cpp,matched,stlport-4.5.3
??$__get_integer@V?$istreambuf_iterator@GV?$char_traits@G@_STL@@@_STL@@_J@_STL@@YA_NAAV?$istreambuf_iterator@GV?$char_traits@G@_STL@@@0@0HAA_JH_NDABV?$basic_string@DV?$char_traits@D@_STL@@V?$allocator@D@2@@0@ABU__true_type@0@@Z,,0x0000A670,537,Code/Libraries/Source/WWVegas/WWLib/stlport_wide_get_integer_int64.cpp,matched,stlport-4.5.3
??$_M_do_get_integer@V?$istreambuf_iterator@GV?$char_traits@G@_STL@@@_STL@@JD@_STL@@YA?AV?$istreambuf_iterator@GV?$char_traits@G@_STL@@@0@AAV10@0AAVios_base@0@AAHAAJPAD@Z,,0x0000AEA0,252,Code/Libraries/Source/WWVegas/WWLib/stlport_wide_do_get_integer_long.cpp,matched,stlport-4.5.3
??$_M_do_get_integer@V?$istreambuf_iterator@GV?$char_traits@G@_STL@@@_STL@@KD@_STL@@YA?AV?$istreambuf_iterator@GV?$char_traits@G@_STL@@@0@AAV10@0AAVios_base@0@AAHAAKPAD@Z,,0x0000AAB0,252,Code/Libraries/Source/WWVegas/WWLib/stlport_wide_do_get_integer_ulong.cpp,matched,stlport-4.5.3
??$_M_do_get_integer@V?$istreambuf_iterator@GV?$char_traits@G@_STL@@@_STL@@GD@_STL@@YA?AV?$istreambuf_iterator@GV?$char_traits@G@_STL@@@0@AAV10@0AAVios_base@0@AAHAAGPAD@Z,,0x0000ABE0,251,Code/Libraries/Source/WWVegas/WWLib/stlport_wide_do_get_integer_uint16.cpp,matched,stlport-4.5.3
??$_M_do_get_integer@V?$istreambuf_iterator@GV?$char_traits@G@_STL@@@_STL@@_JD@_STL@@YA?AV?$istreambuf_iterator@GV?$char_traits@G@_STL@@@0@AAV10@0AAVios_base@0@AAHAA_JPAD@Z,,0x0000A560,260,Code/Libraries/Source/WWVegas/WWLib/stlport_wide_do_get_integer_int64.cpp,matched,stlport-4.5.3
??$__get_integer@V?$istreambuf_iterator@DV?$char_traits@D@_STL@@@_STL@@J@_STL@@YA_NAAV?$istreambuf_iterator@DV?$char_traits@D@_STL@@@0@0HAAJH_NDABV?$basic_string@DV?$char_traits@D@_STL@@V?$allocator@D@2@@0@ABU__false_type@0@@Z,,0x00009D60,392,Code/Libraries/Source/WWVegas/WWLib/stlport_narrow_get_decimal_long.cpp,matched,stlport-4.5.3
??$__get_integer@V?$istreambuf_iterator@GV?$char_traits@G@_STL@@@_STL@@J@_STL@@YA_NAAV?$istreambuf_iterator@GV?$char_traits@G@_STL@@@0@0HAAJH_NDABV?$basic_string@DV?$char_traits@D@_STL@@V?$allocator@D@2@@0@ABU__false_type@0@@Z,,0x0000B550,392,Code/Libraries/Source/WWVegas/WWLib/stlport_wide_get_decimal_long.cpp,matched,stlport-4.5.3
??$__get_decimal_integer@V?$istreambuf_iterator@DV?$char_traits@D@_STL@@@_STL@@J@_STL@@YA_NAAV?$istreambuf_iterator@DV?$char_traits@D@_STL@@@0@0AAJ@Z,,0x00009CD0,133,Code/Libraries/Source/WWVegas/WWLib/stlport_narrow_get_decimal_reader.cpp,matched,stlport-4.5.3
??$__get_decimal_integer@V?$istreambuf_iterator@GV?$char_traits@G@_STL@@@_STL@@J@_STL@@YA_NAAV?$istreambuf_iterator@GV?$char_traits@G@_STL@@@0@0AAJ@Z,,0x0000B4C0,133,Code/Libraries/Source/WWVegas/WWLib/stlport_wide_get_decimal_reader.cpp,matched,stlport-4.5.3
?_M_allocate_buffers@?$basic_filebuf@DV?$char_traits@D@_STL@@@_STL@@AAE_NXZ,,0x0001DF70,30,Code/Libraries/Source/WWVegas/WWLib/stlport_narrow_filebuf.cpp,matched,stlport-4.5.3
??$__copy@PBU?$pair@HH@_STL@@PAU12@H@_STL@@YAPAU?$pair@HH@0@PBU10@0PAU10@ABUrandom_access_iterator_tag@0@PAH@Z,,0x00626F50,50,Code/Libraries/Source/WWVegas/WWLib/stlport_vector_pair.cpp,matched,stlport-4.5.3
?do_get@?$num_get@GV?$istreambuf_iterator@GV?$char_traits@G@_STL@@@_STL@@@_STL@@MBE?AV?$istreambuf_iterator@GV?$char_traits@G@_STL@@@2@V32@0AAVios_base@2@AAHAA_K@Z,,0x00009F60,47,Code/Libraries/Source/WWVegas/WWLib/stlport_wide_num_get.cpp,matched,stlport-4.5.3
?do_get@?$num_get@GV?$istreambuf_iterator@GV?$char_traits@G@_STL@@@_STL@@@_STL@@MBE?AV?$istreambuf_iterator@GV?$char_traits@G@_STL@@@2@V32@0AAVios_base@2@AAHAAPAX@Z,,0x0000A890,83,Code/Libraries/Source/WWVegas/WWLib/stlport_wide_num_get.cpp,matched,stlport-4.5.3
??0CImage@ATL@@QAE@XZ,,0x00001568,62,Code/Libraries/Source/ATL/atlimage.cpp,matched,stlport-4.5.3
?Destroy@CImage@ATL@@QAEXXZ,,0x0000213F,19,Code/Libraries/Source/ATL/atlimage.cpp,matched,vendored=atl-7.1
??1CImage@ATL@@UAE@XZ,,0x0000267B,21,Code/Libraries/Source/ATL/atlimage.cpp,matched,vendored=atl-7.1
??0locale@_STL@@QAE@ABV01@@Z,,0x00007130,32,Code/Libraries/Source/WWVegas/WWLib/stlport_locale.cpp,matched,stlport-4.5.3
??1locale@_STL@@QAE@XZ,,0x00007150,7,Code/Libraries/Source/WWVegas/WWLib/stlport_locale.cpp,matched,stlport-4.5.3
??4locale@_STL@@QAEAAV01@ABV01@@Z,,0x00007160,39,Code/Libraries/Source/WWVegas/WWLib/stlport_locale.cpp,matched,stlport-4.5.3
?_M_use_facet@locale@_STL@@QBEPAVfacet@12@ABVid@12@@Z,,0x00007190,27,Code/Libraries/Source/WWVegas/WWLib/stlport_locale.cpp,matched,stlport-4.5.3
??0locale@_STL@@QAE@XZ,,0x00007100,30,Code/Libraries/Source/WWVegas/WWLib/stlport_locale.cpp,matched,stlport-4.5.3
?getloc@ios_base@_STL@@QBE?AVlocale@2@XZ,,0x00007EB0,41,Code/Libraries/Source/WWVegas/WWLib/stlport_locale.cpp,matched,stlport-4.5.3
??1?$basic_ios@DV?$char_traits@D@_STL@@@_STL@@UAE@XZ,,0x00013420,11,Code/Libraries/Source/WWVegas/WWLib/stlport_narrow_ios.cpp,matched,stlport-4.5.3
??1?$basic_ios@GV?$char_traits@G@_STL@@@_STL@@UAE@XZ,,0x00013440,11,Code/Libraries/Source/WWVegas/WWLib/stlport_wide_ios.cpp,matched,stlport-4.5.3
??$_M_do_get_integer@V?$istreambuf_iterator@GV?$char_traits@G@_STL@@@_STL@@_KD@_STL@@YA?AV?$istreambuf_iterator@GV?$char_traits@G@_STL@@@0@AAV10@0AAVios_base@0@AAHAA_KPAD@Z,,0x00009F90,260,Code/Libraries/Source/WWVegas/WWLib/stlport_wide_do_get_integer_uint64.cpp,matched,stlport-4.5.3
??4?$ostreambuf_iterator@DV?$char_traits@D@_STL@@@_STL@@QAEAAV01@D@Z,,0x00009820,52,Code/Libraries/Source/WWVegas/WWLib/stlport_ostreambuf_iterator_assign.cpp,matched,stlport-4.5.3
??4?$ostreambuf_iterator@GV?$char_traits@G@_STL@@@_STL@@QAEAAV01@G@Z,,0x0000E960,53,Code/Libraries/Source/WWVegas/WWLib/stlport_ostreambuf_iterator_assign.cpp,matched,stlport-4.5.3
?_M_getc@?$istreambuf_iterator@DV?$char_traits@D@_STL@@@_STL@@ABEXXZ,,0x00007C40,35,Code/Libraries/Source/WWVegas/WWLib/stlport_narrow_istreambuf_iterator_getc.cpp,matched,stlport-4.5.3
?equal@?$istreambuf_iterator@DV?$char_traits@D@_STL@@@_STL@@QBE_NABV12@@Z,,0x0000FA00,126,Code/Libraries/Source/WWVegas/WWLib/stlport_narrow_istreambuf_iterator_equal.cpp,matched,stlport-4.5.3
?_M_setup_codecvt@?$basic_filebuf@DV?$char_traits@D@_STL@@@_STL@@AAEXABVlocale@2@@Z,,0x00013B30,112,Code/Libraries/Source/WWVegas/WWLib/stlport_narrow_filebuf.cpp,matched,stlport-4.5.3
?_M_setup_codecvt@?$basic_filebuf@GV?$char_traits@G@_STL@@@_STL@@AAEXABVlocale@2@@Z,,0x00013BA0,97,Code/Libraries/Source/WWVegas/WWLib/stlport_wide_filebuf.cpp,matched,stlport-4.5.3
